variable;component;loading
resolved_tickets_ratio;PC5;0,08793784734452482
app_store_rating;PC5;-0,024398893232013906
base_satisfaction;PC5;-0,09591589422259558
tx_satisfaction;PC5;0,004844897454162474
product_satisfaction;PC5;0,6956500131852107
satisfaction_score;PC5;-0,03101604902693994
nps_score;PC5;-0,031510977759960056
active_products;PC6;-0,23984891708326084
app_logins_frequency;PC6;0,6242453925962819
feature_usage_diversity;PC6;-0,0018576461564622656
credit_utilization_ratio;PC6;0,14122199615009487
international_transactions;PC6;0,3389236441453161
failed_transactions;PC6;0,027836165414835596
tx_count;PC6;-0,032723023964836756
avg_tx_value;PC6;0,41170765873633075
total_tx_volume;PC6;0,02463508955866393
monthly_transaction_count;PC6;0,007222633929413993
transaction_frequency;PC6;0,007155972504382422
weekend_transaction_ratio;PC6;-0,11969764788567037
avg_daily_transactions;PC6;0,007155972504382644
customer_tenure;PC6;-0,07954336793323319
support_tickets_count;PC6;-0,007611924660971033
resolved_tickets_ratio;PC6;0,0010275704219298533
app_store_rating;PC6;-0,4657638257912651
base_satisfaction;PC6;0,014480749906400091
tx_satisfaction;PC6;-0,08864004477271434
product_satisfaction;PC6;0,004053741053501175
satisfaction_score;PC6;0,005190798100314781
nps_score;PC6;0,010187870232412327
active_products;PC7;0,32393633239045777
app_logins_frequency;PC7;-0,07582466931971288
feature_usage_diversity;PC7;0,01389302827466679
credit_utilization_ratio;PC7;-0,27493745821246623
international_transactions;PC7;0,25975329119812074
failed_transactions;PC7;0,4158561857727984
tx_count;PC7;-0,01942297463011392
avg_tx_value;PC7;0,511273703704399
total_tx_volume;PC7;0,04245630193745417
monthly_transaction_count;PC7;0,013093474015903666
transaction_frequency;PC7;0,012773174699573005
weekend_transaction_ratio;PC7;-0,06940256152135686
avg_daily_transactions;PC7;0,012773174699573172
customer_tenure;PC7;-0,33995747832175477
support_tickets_count;PC7;-0,001015689738780418
resolved_tickets_ratio;PC7;-0,00465550065627963
app_store_rating;PC7;0,4172960837784856
base_satisfaction;PC7;0,012678861870260162
tx_satisfaction;PC7;-0,11952500728274688
product_satisfaction;PC7;0,007044258058033215
satisfaction_score;PC7;0,0009395384729095069
nps_score;PC7;0,0013262919951661928
active_products;PC8;0,4910757564571146
app_logins_frequency;PC8;0,0934559577286748
feature_usage_diversity;PC8;-0,005865329852212826
credit_utilization_ratio;PC8;0,3218613613399136
international_transactions;PC8;0,26530058967761194
failed_transactions;PC8;0,1720469960653458
tx_count;PC8;-0,0032791856433698786
avg_tx_value;PC8;-0,14991313923538988
total_tx_volume;PC8;-0,043741007292876
monthly_transaction_count;PC8;0,00010406994802283357
transaction_frequency;PC8;0,00013144018312113474
weekend_transaction_ratio;PC8;0,6962062118454984
avg_daily_transactions;PC8;0,00013144018312125964
customer_tenure;PC8;-0,007539784664007552
support_tickets_count;PC8;-0,005215244926853421
resolved_tickets_ratio;PC8;8,536835275190939e-05
app_store_rating;PC8;-0,1597337966843997
base_satisfaction;PC8;-0,018519839960716853
tx_satisfaction;PC8;0,10693336512012432
product_satisfaction;PC8;-0,002989420266434558
satisfaction_score;PC8;-0,0018079353054572048
nps_score;PC8;0,0026245390092802592
active_products;PC9;-0,21048196072422137
app_logins_frequency;PC9;0,12180197291938938
feature_usage_diversity;PC9;-0,008325959937564666
credit_utilization_ratio;PC9;0,06734227702261648
international_transactions;PC9;0,49273503676529157
failed_transactions;PC9;0,47252620683883756
tx_count;PC9;0,015599295514950965
avg_tx_value;PC9;-0,43481022409960957
total_tx_volume;PC9;-0,02510654277407995
monthly_transaction_count;PC9;-0,011874554636111381
transaction_frequency;PC9;-0,011524417340907147
weekend_transaction_ratio;PC9;-0,24440617785052218
avg_daily_transactions;PC9;-0,011524417340907102
customer_tenure;PC9;0,3707151171761554
support_tickets_count;PC9;0,008702564300892498
resolved_tickets_ratio;PC9;0,005873606405189787
app_store_rating;PC9;0,274983942635243
base_satisfaction;PC9;-0,008160505187334206
tx_satisfaction;PC9;0,08162809825624762
product_satisfaction;PC9;-0,014590018066055508
satisfaction_score;PC9;-0,003890853046395186
nps_score;PC9;0,00014862629302621333
active_products;PC10;-0,050829968469090166
app_logins_frequency;PC10;-0,10284756193337986
feature_usage_diversity;PC10;0,01082939111319183
credit_utilization_ratio;PC10;0,8272145410418635
international_transactions;PC10;-0,16710576453580891
failed_transactions;PC10;0,1375737954479517
tx_count;PC10;0,00023418003934810587
avg_tx_value;PC10;0,0008774874429428108
total_tx_volume;PC10;0,007848279472965458
monthly_transaction_count;PC10;0,012819940181940407
transaction_frequency;PC10;0,012487876419120103
weekend_transaction_ratio;PC10;-0,269258492427707
avg_daily_transactions;PC10;0,012487876419119326
customer_tenure;PC10;-0,3944619971304245
support_tickets_count;PC10;0,002544608316122317
resolved_tickets_ratio;PC10;-0,0022066034507223363
app_store_rating;PC10;0,16352432485902485
base_satisfaction;PC10;-0,00020189069131767176
tx_satisfaction;PC10;0,0017338463699027133
product_satisfaction;PC10;0,01018895844288576
satisfaction_score;PC10;-0,003635710837380981
nps_score;PC10;-0,008714214216671207
active_products;PC11;0,529120053600038
app_logins_frequency;PC11;0,38889246315285964
feature_usage_diversity;PC11;0,00401151816260264
credit_utilization_ratio;PC11;-0,0426032883370477
international_transactions;PC11;-0,5132518610400466
failed_transactions;PC11;0,3259344160252501
tx_count;PC11;0,003958676504340594
avg_tx_value;PC11;-0,07795572663256199
total_tx_volume;PC11;0,009904995541121547
monthly_transaction_count;PC11;-0,010074614898787559
transaction_frequency;PC11;-0,00987506027528239
weekend_transaction_ratio;PC11;-0,33472935885027116
avg_daily_transactions;PC11;-0,009875060275282099
customer_tenure;PC11;0,2415113205408678
support_tickets_count;PC11;-0,01536837438812063
resolved_tickets_ratio;PC11;-0,01880349982702875
app_store_rating;PC11;-0,1402266977485382
base_satisfaction;PC11;0,005455072357670606
tx_satisfaction;PC11;-0,010522892192838071
product_satisfaction;PC11;-0,006985129425468334
satisfaction_score;PC11;0,0006983458876875237
nps_score;PC11;-0,0009216990149423926
active_products;PC12;-0,4143232482556151
app_logins_frequency;PC12;-0,1429923369821644
feature_usage_diversity;PC12;-0,0150687621273911
credit_utilization_ratio;PC12;-0,1938102068984556
international_transactions;PC12;-0,30241299805431315
failed_transactions;PC12;0,640408242961515
tx_count;PC12;0,010901598509797243
avg_tx_value;PC12;-0,1127668368858114
total_tx_volume;PC12;0,002925315579060833
monthly_transaction_count;PC12;0,010403538281970959
transaction_frequency;PC12;0,010173870689462162
weekend_transaction_ratio;PC12;0,2572202745165955
avg_daily_transactions;PC12;0,010173870689462496
customer_tenure;PC12;-0,2780882297370235
support_tickets_count;PC12;-0,0068025551084668024
resolved_tickets_ratio;PC12;-0,014449988880917848
app_store_rating;PC12;-0,333393486392964
base_satisfaction;PC12;0,0026475889278962123
tx_satisfaction;PC12;-0,018875760651252918
product_satisfaction;PC12;-0,008307330876813027
satisfaction_score;PC12;0,003941161600876653
nps_score;PC12;0,003892100987608685
active_products;PC13;-0,12262023640625319
app_logins_frequency;PC13;0,6131180775069476
feature_usage_diversity;PC13;-0,0007012303569004396
credit_utilization_ratio;PC13;-0,15767254961489513
international_transactions;PC13;-0,15135834626389688
failed_transactions;PC13;-0,1571577305967828
tx_count;PC13;0,03342651000500814
avg_tx_value;PC13;-0,33804263861732453
total_tx_volume;PC13;0,02069384835899562
monthly_transaction_count;PC13;0,01423858922088067
transaction_frequency;PC13;0,013872850957607659
weekend_transaction_ratio;PC13;0,2063953602567264
avg_daily_transactions;PC13;0,013872850957607548
customer_tenure;PC13;-0,42075015370574814
support_tickets_count;PC13;0,002393775272505413
resolved_tickets_ratio;PC13;0,009068247103210036
app_store_rating;PC13;0,445345119210548
base_satisfaction;PC13;0,0077335811177610325
tx_satisfaction;PC13;-0,04068583477601759
product_satisfaction;PC13;0,016087661709537793
satisfaction_score;PC13;0,007581878755066884
nps_score;PC13;0,009696116476652028
active_products;PC14;-0,27618610357069556
app_logins_frequency;PC14;0,12434431993395148
feature_usage_diversity;PC14;0,012488362772713498
credit_utilization_ratio;PC14;0,2145011235677177
international_transactions;PC14;-0,30082729759943266
failed_transactions;PC14;0,11078271630884175
tx_count;PC14;-0,007378070732701276
avg_tx_value;PC14;0,41452124888164565
total_tx_volume;PC14;0,05997923085134204
monthly_transaction_count;PC14;-0,018621288044657472
transaction_frequency;PC14;-0,01805145427612272
weekend_transaction_ratio;PC14;0,3779369470912121
avg_daily_transactions;PC14;-0,01805145427612242
customer_tenure;PC14;0,518006005782363
support_tickets_count;PC14;-0,004647418259062645
resolved_tickets_ratio;PC14;-0,006755403268322786
app_store_rating;PC14;0,37799317841438757
base_satisfaction;PC14;0,015828168028996253
tx_satisfaction;PC14;-0,16833722413816737
product_satisfaction;PC14;0,011767954157264924
satisfaction_score;PC14;-0,00019623238656851782
nps_score;PC14;0,0024040737338715742
active_products;PC15;-0,07948199566999076
app_logins_frequency;PC15;0,0827249353798668
feature_usage_diversity;PC15;0,003799567683032489
credit_utilization_ratio;PC15;-0,03971913491536667
international_transactions;PC15;-0,08758427345640198
failed_transactions;PC15;0,025278188908591837
tx_count;PC15;-0,1357096721483337
avg_tx_value;PC15;0,21486296717229003
total_tx_volume;PC15;-0,3301745470090773
monthly_transaction_count;PC15;0,0027677286104339704
transaction_frequency;PC15;0,0027735905053494518
weekend_transaction_ratio;PC15;-0,0025970755136262118
avg_daily_transactions;PC15;0,0027735905053492436
customer_tenure;PC15;-0,011047174193361377
support_tickets_count;PC15;-0,00046948502519647393
resolved_tickets_ratio;PC15;-0,0022615108421732526
app_store_rating;PC15;0,09071039103562197
base_satisfaction;PC15;-0,09570316973198553
tx_satisfaction;PC15;0,8863945809703042
product_satisfaction;PC15;0,008306369800833248
satisfaction_score;PC15;0,005090897399970887
nps_score;PC15;0,0019530521430601716
active_products;PC16;-0,008334465940692221
app_logins_frequency;PC16;0,006345259816345261
feature_usage_diversity;PC16;0,7070382090052725
credit_utilization_ratio;PC16;-0,0009168820334141411
international_transactions;PC16;-0,0007225835102035829
failed_transactions;PC16;-0,0045695141588829
tx_count;PC16;0,0139835350834992
avg_tx_value;PC16;-0,0014805947480062737
total_tx_volume;PC16;-0,0011943813648465829
monthly_transaction_count;PC16;0,0006740244657823319
transaction_frequency;PC16;0,00071582232783137
weekend_transaction_ratio;PC16;0,009059442634899148
avg_daily_transactions;PC16;0,0007158223278314255
customer_tenure;PC16;-0,00848984494679926
support_tickets_count;PC16;-0,027641544440075164
resolved_tickets_ratio;PC16;0,0309016546621047
app_store_rating;PC16;-0,0008278296248994351
base_satisfaction;PC16;0,07167523797279424
tx_satisfaction;PC16;0,012251820958462202
product_satisfaction;PC16;-0,7009974439582541
satisfaction_score;PC16;-0,020273793995220266
nps_score;PC16;-0,028189918506004948
active_products;PC17;0,0007208698552427497
app_logins_frequency;PC17;0,007064666143003995
feature_usage_diversity;PC17;0,02747600957294253
credit_utilization_ratio;PC17;5,084143145154175e-05
international_transactions;PC17;0,004597338038875294
failed_transactions;PC17;-0,0071123026009838166
tx_count;PC17;-0,0016692034596997433
avg_tx_value;PC17;-0,00036713004887800176
total_tx_volume;PC17;0,0011192230454929435
monthly_transaction_count;PC17;0,0004598575967639435
transaction_frequency;PC17;0,0004202537991649188
weekend_transaction_ratio;PC17;0,003568439070407621
avg_daily_transactions;PC17;0,00042025379916495696
customer_tenure;PC17;-0,001220367473597231
support_tickets_count;PC17;0,706524454597873
resolved_tickets_ratio;PC17;-0,706267977587438
app_store_rating;PC17;-0,0019872317009660143
base_satisfaction;PC17;-0,0038635530339129285
tx_satisfaction;PC17;-0,0011856957112285228
product_satisfaction;PC17;-0,03196480282406995
satisfaction_score;PC17;0,002520886658175529
nps_score;PC17;0,008019273441554401
active_products;PC18;-0,0004022429060839081
app_logins_frequency;PC18;0,007353885443984081
feature_usage_diversity;PC18;-0,009221820234886597
credit_utilization_ratio;PC18;0,0042966557201072515
international_transactions;PC18;0,0015964256391446218
failed_transactions;PC18;0,0027497790519872894
tx_count;PC18;0,7046207651978589
avg_tx_value;PC18;0,048096398613272646
total_tx_volume;PC18;-0,6654618122959893
monthly_transaction_count;PC18;-0,00022090993756789638
transaction_frequency;PC18;-0,0003317901220609301
weekend_transaction_ratio;PC18;-0,00688548488474505
avg_daily_transactions;PC18;-0,0003317901220616587
customer_tenure;PC18;0,001939054361214163
support_tickets_count;PC18;0,0022622083067819817
resolved_tickets_ratio;PC18;-0,004029741715246098
app_store_rating;PC18;-0,00031563112061011605
base_satisfaction;PC18;0,15481442762727377
tx_satisfaction;PC18;-0,13510186349478442
product_satisfaction;PC18;0,024671284078013587
satisfaction_score;PC18;-0,03321799550136821
nps_score;PC18;-0,11909665286012204
active_products;PC19;-0,0006890365233712556
app_logins_frequency;PC19;0,002343260364467213
feature_usage_diversity;PC19;-0,016902277728463172
credit_utilization_ratio;PC19;-0,0043462424592065904
international_transactions;PC19;0,0033242735044859903
failed_transactions;PC19;0,0008442466701171776
tx_count;PC19;-0,13677367651493985
avg_tx_value;PC19;-0,008754288563662308
total_tx_volume;PC19;0,12490531643323065
monthly_transaction_count;PC19;-0,001650502605350921
transaction_frequency;PC19;-0,001641512474335137
weekend_transaction_ratio;PC19;0,010942395395341354
avg_daily_transactions;PC19;-0,0016415124743358379
customer_tenure;PC19;-7,403056858372038e-05
support_tickets_count;PC19;0,006917978019857485
resolved_tickets_ratio;PC19;-0,008641100037739678
app_store_rating;PC19;-0,0012524879733292133
base_satisfaction;PC19;0,7574186722520734
tx_satisfaction;PC19;0,110927837853082
product_satisfaction;PC19;0,08715263254283119
satisfaction_score;PC19;-0,1573396330195964
nps_score;PC19;-0,5888135167134877
active_products;PC20;-0,0005578645326794231
app_logins_frequency;PC20;0,0028649683479888624
feature_usage_diversity;PC20;0,0010263966764162788
credit_utilization_ratio;PC20;-6,091037328227326e-05
international_transactions;PC20;0,0031789183122870788
failed_transactions;PC20;0,0007153245734189489
tx_count;PC20;-0,0008586671117934959
avg_tx_value;PC20;-0,0004453642978303864
total_tx_volume;PC20;0,003419956193237984
monthly_transaction_count;PC20;0,00010663048066323109
transaction_frequency;PC20;0,0002515222230815465
weekend_transaction_ratio;PC20;0,00047614229440562296
avg_daily_transactions;PC20;0,0002515222230826984
customer_tenure;PC20;0,0021141026401642173
support_tickets_count;PC20;0,0003344206079878183
resolved_tickets_ratio;PC20;-0,00036702867176581017
app_store_rating;PC20;-0,00010384215841393307
base_satisfaction;PC20;-0,25965680562462085
tx_satisfaction;PC20;-0,029847572387697193
product_satisfaction;PC20;-0,026663482688587765
satisfaction_score;PC20;0,7901193048205724
nps_score;PC20;-0,5537599586110372
active_products;PC21;-3,5953799550967636e-05
app_logins_frequency;PC21;1,5531143692815294e-05
feature_usage_diversity;PC21;1,9357138298520037e-05
credit_utilization_ratio;PC21;4,219231598171713e-05
international_transactions;PC21;-1,5795033459956675e-05
failed_transactions;PC21;2,241783728971523e-05
tx_count;PC21;-5,169494093276835e-05
avg_tx_value;PC21;1,6010717468662654e-05
total_tx_volume;PC21;7,607741417269806e-05
monthly_transaction_count;PC21;0,8164804585126169
transaction_frequency;PC21;-0,4082640328218738
weekend_transaction_ratio;PC21;5,573333376008977e-05
avg_daily_transactions;PC21;-0,40826403283235774
customer_tenure;PC21;0,0007650363132437294
support_tickets_count;PC21;-4,2630281613253926e-05
resolved_tickets_ratio;PC21;4,448384428653289e-06
app_store_rating;PC21;3,0214903687424787e-05
base_satisfaction;PC21;-3,3531925363811207e-05
tx_satisfaction;PC21;1,9947578411580328e-05
product_satisfaction;PC21;-4,033712996210368e-05
satisfaction_score;PC21;9,63520836875318e-05
nps_score;PC21;-5,6029119986971505e-05
active_products;PC22;2,6653647178367947e-16
app_logins_frequency;PC22;-8,831105596004831e-17
feature_usage_diversity;PC22;-1,6545726776708476e-16
credit_utilization_ratio;PC22;-4,1453397717654654e-16
international_transactions;PC22;9,437482524696203e-17
failed_transactions;PC22;-3,024192817794013e-17
tx_count;PC22;6,035001056124379e-17
avg_tx_value;PC22;-7,358367918785269e-17
total_tx_volume;PC22;-2,6231176124663023e-16
monthly_transaction_count;PC22;-6,05273975569937e-12
transaction_frequency;PC22;0,7071067811895739
weekend_transaction_ratio;PC22;-3,326903924989118e-16
avg_daily_transactions;PC22;-0,707106781183521
customer_tenure;PC22;-5,472748425183135e-15
support_tickets_count;PC22;3,5173517670701123e-16
resolved_tickets_ratio;PC22;-7,492215934077217e-17
app_store_rating;PC22;-3,896387382022501e-16
base_satisfaction;PC22;-3,409346278915573e-16
tx_satisfaction;PC22;-2,630494706522739e-16
product_satisfaction;PC22;1,4555649290570858e-16
satisfaction_score;PC22;2,5303769999217005e-17
nps_score;PC22;3,4494008134420717e-16
